Date,AAPL,AMZN,BRK-B,GOOGL,JNJ,META,MSFT,NVDA,TSLA,V
2024-04-08,167.65834045410156,185.19000244140625,415.9700012207031,154.2906951904297,146.87803649902344,517.8229370117188,421.3729553222656,87.11238861083984,172.97999572753906,275.7030944824219
2024-04-09,168.8726043701172,185.6699981689453,414.69000244140625,156.03436279296875,147.55625915527344,515.4793701171875,423.0501403808594,85.33380126953125,176.8800048828125,274.6707763671875
2024-04-10,166.99148559570312,185.9499969482422,409.1099853515625,155.57601928710938,145.53123474121094,518.4013061523438,420.05303955078125,87.0184097290039,171.75999450683594,272.4473571777344
2024-04-11,174.21737670898438,189.0500030517578,407.6099853515625,158.83421325683594,144.16506958007812,521.7221069335938,424.6876525878906,90.59456634521484,174.60000610351562,273.63848876953125
2024-04-12,175.72027587890625,186.1300048828125,403.260009765625,157.1602783203125,142.93455505371094,510.4930725097656,418.703369140625,88.1651382446289,171.0500030517578,273.91644287109375
2024-04-15,171.87840270996094,183.6199951171875,400.260009765625,154.30064392089844,143.00238037109375,498.8551940917969,410.5059509277344,85.98065185546875,161.47999572753906,269.2710876464844
2024-04-16,168.583984375,183.32000732421875,396.9200134277344,153.84230041503906,139.9599609375,498.3864440917969,411.4388122558594,87.39432525634766,157.11000061035156,269.340576171875
2024-04-17,167.21046447753906,181.27999877929688,397.739990234375,154.908447265625,140.27003479003906,492.81182861328125,408.71954345703125,84.01512145996094,155.4499969482422,270.670654296875
2024-04-18,166.2549591064453,179.22000122070312,399.8900146484375,155.4464874267578,141.2098846435547,500.42083740234375,401.2069091796875,84.65097045898438,149.92999267578125,269.36041259765625
2024-04-19,164.2245635986328,174.6300048828125,405.0799865722656,153.53343200683594,143.3124237060547,479.7478332519531,396.095947265625,76.18197631835938,147.0500030517578,267.7821960449219
2024-04-22,165.0605926513672,177.22999572753906,408.7799987792969,155.71551513671875,144.4847869873047,480.406005859375,397.9219665527344,79.49919128417969,142.0500030517578,270.3133239746094
2024-04-23,166.1156005859375,179.5399932861328,408.739990234375,157.6883544921875,144.9111328125,494.73651123046875,404.48193359375,82.40350341796875,144.67999267578125,272.0801086425781
2024-04-24,168.2256622314453,176.58999633789062,405.95001220703125,158.55523681640625,143.9131317138672,492.1436767578125,405.9606018066406,79.65814971923828,162.1300048828125,272.9833679199219
2024-04-25,169.09158325195312,173.6699981689453,404.9100036621094,155.4365234375,142.2563018798828,440.1669006347656,396.01654052734375,82.61246490478516,170.17999267578125,273.1223449707031
2024-04-26,168.5043487548828,179.6199951171875,402.1000061035156,171.32891845703125,141.59742736816406,442.0716552734375,403.2414245605469,87.71424865722656,168.2899932861328,272.4870910644531
2024-04-29,172.68460083007812,180.9600067138672,400.9599914550781,165.54986572265625,142.2563018798828,431.43096923828125,399.2022399902344,87.73623657226562,194.0500030517578,269.826904296875
2024-04-30,169.52951049804688,175.0,396.7300109863281,162.19204711914062,140.0956268310547,428.98773193359375,386.380126953125,86.38156127929688,183.27999877929688,266.620849609375
2024-05-01,168.5043487548828,179.0,398.5799865722656,163.2681427001953,146.48077392578125,437.98291015625,391.9476318359375,83.02135467529297,179.99000549316406,265.3404235839844
2024-05-02,172.21681213378906,184.72000122070312,400.6000061035156,166.01817321777344,145.25994873046875,440.466064453125,394.8256530761719,85.79669952392578,180.00999450683594,265.62823486328125
2024-05-03,182.51817321777344,186.2100067138672,400.8699951171875,166.63592529296875,144.63014221191406,450.7178039550781,403.5788269042969,88.76799774169922,181.19000244140625,266.5017395019531
2024-05-06,180.8560333251953,188.6999969482422,404.9200134277344,167.4928436279297,143.96160888671875,464.4001159667969,410.4067077636719,92.11820220947266,184.75999450683594,270.65081787109375
2024-05-07,181.5427703857422,188.75999450683594,406.1400146484375,170.63143920898438,144.0972442626953,466.9530944824219,406.238525390625,90.53257751464844,177.80999755859375,274.4127502441406
2024-05-08,181.8811798095703,188.0,406.3699951171875,168.76821899414062,144.32009887695312,471.30108642578125,407.429443359375,90.39060974121094,174.72000122070312,275.1372985839844
2024-05-09,183.7025909423828,189.5,408.82000732421875,169.3461151123047,145.192138671875,474.11334228515625,409.1959228515625,88.72601318359375,171.97000122070312,276.4773254394531
2024-05-10,182.43682861328125,187.47999572753906,412.04998779296875,168.04083251953125,145.25025939941406,474.8912048339844,411.59759521484375,89.85673522949219,168.47000122070312,278.6609802246094
2024-05-13,185.65602111816406,186.57000732421875,411.2200012207031,168.52906799316406,146.51953125,466.7237243652344,410.5852966308594,90.37762451171875,171.88999938964844,277.321044921875
2024-05-14,186.8021697998047,187.07000732421875,410.239990234375,169.7247314453125,146.67454528808594,470.5531921386719,413.40380859375,91.33439636230469,177.5500030517578,275.6832275390625
2024-05-15,189.08450317382812,185.99000549316406,412.760009765625,171.88690185546875,147.92446899414062,480.2165222167969,420.6317443847656,94.60760498046875,173.99000549316406,279.4154052734375
2024-05-16,189.2041015625,183.6300048828125,413.1199951171875,173.55084228515625,149.4844207763672,471.92938232421875,418.5538635253906,94.33667755126953,174.83999633789062,278.28173828125
2024-05-17,189.2340087890625,184.6999969482422,416.94000244140625,175.42405700683594,149.83322143554688,470.6130065917969,417.7783508300781,92.45712280273438,177.4600067138672,278.540283203125
2024-05-20,190.40008544921875,183.5399932861328,413.0,176.28097534179688,147.7527618408203,467.5514221191406,422.8786315917969,94.75758361816406,174.9499969482422,276.989013671875
2024-05-21,191.70570373535156,183.14999389648438,414.3699951171875,177.20761108398438,147.72344970703125,463.3529968261719,426.5572814941406,95.36344146728516,186.60000610351562,274.4134521484375
2024-05-22,190.26055908203125,183.1300048828125,413.989990234375,175.74290466308594,149.930908203125,466.4943542480469,428.0286865234375,94.92753601074219,180.11000061035156,274.04547119140625
2024-05-23,186.25401306152344,181.0500030517578,405.8800048828125,172.92315673828125,146.21925354003906,464.4998474121094,424.5290832519531,103.77445220947266,173.74000549316406,272.7030029296875
2024-05-24,189.3436279296875,180.75,407.4100036621094,174.3579559326172,143.552734375,476.9056701660156,427.6707763671875,106.44380950927734,179.24000549316406,272.9615478515625
2024-05-28,189.35360717773438,182.14999389648438,403.8999938964844,175.76284790039062,141.02294921875,478.60101318359375,427.8298645019531,113.87405395507812,176.75,269.4710998535156
2024-05-29,189.652587890625,182.02000427246094,404.0899963378906,175.26463317871094,141.08155822753906,473.0562438964844,426.6864929199219,114.79783630371094,176.19000244140625,267.36285400390625
2024-05-30,190.6492462158203,179.32000732421875,408.6099853515625,171.48834228515625,141.9020233154297,465.7663269042969,412.2704162597656,110.47386169433594,178.7899932861328,269.7892761230469
2024-05-31,191.6060333251953,176.44000244140625,414.3999938964844,171.87692260742188,143.2597198486328,465.5469665527344,412.7277526855469,109.60707092285156,178.0800018310547,270.9428405761719
2024-06-03,193.3800506591797,178.33999633789062,414.7900085449219,172.5445098876953,144.30482482910156,476.1776428222656,411.1270751953125,114.97279357910156,176.2899932861328,268.87445068359375
2024-06-04,193.69898986816406,179.33999633789062,409.5299987792969,173.1622772216797,144.36343383789062,475.67901611328125,413.6623229980469,116.40945434570312,174.77000427246094,270.903076171875
2024-06-05,195.21389770507812,181.27999877929688,409.8500061035156,174.7764129638672,142.57598876953125,493.6993713378906,421.5563659667969,122.4110336303711,175.0,272.97149658203125
2024-06-06,193.82855224609375,185.0,411.0799865722656,176.09164428710938,143.01551818847656,492.4029541015625,422.0633850097656,120.9693832397461,177.94000244140625,275.49737548828125
2024-06-07,196.23048400878906,184.3000030517578,413.7200012207031,173.82984924316406,143.66018676757812,491.6051330566406,421.3973083496094,120.85940551757812,177.47999572753906,277.1182556152344
2024-06-10,192.4730987548828,187.05999755859375,410.80999755859375,174.57798767089844,143.70901489257812,501.2186584472656,425.39404296875,121.76119232177734,173.7899932861328,273.50848388671875
2024-06-11,206.45611572265625,187.22999572753906,408.5,176.18402099609375,143.3476104736328,506.07525634765625,430.1761779785156,120.8913345336914,170.66000366210938,273.14056396484375
2024-06-12,212.35630798339844,186.88999938964844,408.7699890136719,177.35113525390625,142.0290069580078,507.4414978027344,438.5076904296875,125.18065643310547,177.2899932861328,268.8147888183594
2024-06-13,213.52236938476562,183.8300018310547,405.9200134277344,174.72763061523438,142.06808471679688,502.71453857421875,439.0246887207031,129.58999633789062,182.47000122070312,269.679931640625
2024-06-14,211.77822875976562,183.66000366210938,405.5400085449219,176.35360717773438,142.15597534179688,503.2735595703125,440.00897216796875,131.85963439941406,178.00999450683594,269.1528625488281
2024-06-17,215.94422912597656,184.05999755859375,407.32000732421875,176.80250549316406,142.5564422607422,505.7392272949219,445.775390625,130.95977783203125,187.44000244140625,269.6600646972656
2024-06-18,213.5721893310547,182.80999755859375,407.95001220703125,174.6577911376953,142.26341247558594,498.61175537109375,443.75714111328125,135.55906677246094,184.86000061035156,272.09637451171875
2024-06-20,208.97764587402344,186.10000610351562,409.1499938964844,175.86480712890625,144.34388732910156,500.8179016113281,443.120849609375,130.75979614257812,181.57000732421875,275.278564453125
2024-06-21,206.79498291015625,189.0800018310547,409.6199951171875,179.1865997314453,145.2913360595703,493.9100341796875,447.17724609375,126.55045318603516,183.00999450683594,273.6875
2024-06-24,207.4427947998047,185.57000732421875,413.9800109863281,178.77760314941406,145.65272521972656,498.03277587890625,445.0794677734375,118.09175872802734,182.5800018310547,274.7614440917969
2024-06-25,208.36968994140625,186.33999633789062,410.9700012207031,183.5757293701172,143.76760864257812,509.7022399902344,448.3404541015625,126.07052612304688,187.35000610351562,272.0068664550781
2024-06-26,212.5356903076172,193.61000061035156,410.260009765625,183.42611694335938,143.40621948242188,512.2178344726562,449.54345703125,126.38047790527344,196.3699951171875,272.0765075683594
2024-06-27,213.3828582763672,197.85000610351562,407.95001220703125,184.95233154296875,142.40992736816406,518.646484375,450.2294921875,123.9708480834961,197.4199981689453,265.1055603027344
2024-06-28,209.9144744873047,193.25,406.79998779296875,181.7003631591797,142.76158142089844,503.33343505859375,444.3636169433594,123.52091979980469,197.8800048828125,261.00848388671875
2024-07-01,216.02395629882812,197.1999969482422,405.19000244140625,182.53829956054688,143.03506469726562,503.7926330566406,454.0870361328125,124.28080749511719,209.86000061035156,261.774169921875
2024-07-02,219.53216552734375,200.0,407.1000061035156,184.7827606201172,142.63458251953125,508.6041564941406,456.62225341796875,122.65105438232422,231.25999450683594,266.7364196777344
2024-07-03,220.80789184570312,197.58999633789062,405.7699890136719,185.36131286621094,142.30250549316406,509.0633544921875,458.1036376953125,128.26019287109375,246.38999938964844,267.4921569824219
2024-07-05,225.5818328857422,200.0,411.1700134277344,190.12953186035156,143.07412719726562,538.9606323242188,464.8543395996094,125.8105697631836,251.52000427246094,268.8545227050781
2024-07-08,227.056884765625,199.2899932861328,409.0799865722656,188.56338500976562,142.0973663330078,528.3893432617188,463.5419921875,128.18019104003906,252.94000244140625,264.91656494140625
2024-07-09,227.9139862060547,199.33999633789062,410.5199890136719,188.5135040283203,143.63087463378906,529.068115234375,456.8807678222656,131.35972595214844,262.3299865722656,263.9619445800781
2024-07-10,232.1995849609375,199.7899932861328,413.7900085449219,190.70806884765625,145.95553588867188,533.7498779296875,463.55194091796875,134.88917541503906,263.260009765625,261.5355529785156
2024-07-11,226.80772399902344,195.0500030517578,418.7799987792969,185.1119384765625,146.21925354003906,511.79852294921875,452.0687561035156,127.38032531738281,241.02999877929688,261.0880126953125
2024-07-12,229.76776123046875,194.49000549316406,424.44000244140625,184.61317443847656,146.3950653076172,497.9928283691406,450.9254150390625,129.2200469970703,248.22999572753906,264.2602233886719
2024-07-15,233.61483764648438,192.72000122070312,434.4200134277344,186.06956481933594,145.76995849609375,495.2876281738281,451.33306884765625,128.420166015625,252.63999938964844,266.9552001953125
2024-07-16,234.033447265625,193.02000427246094,438.8999938964844,183.46600341796875,147.49879455566406,488.9288330078125,446.9187316894531,126.34048461914062,256.55999755859375,267.750732421875
2024-07-17,228.1133270263672,187.92999267578125,445.6099853515625,180.5731658935547,152.9392852783203,461.17767333984375,440.9534606933594,117.97177124023438,248.5,271.1815490722656
2024-07-18,223.42906188964844,183.75,441.82000732421875,177.2513885498047,151.80625915527344,475.0133361816406,437.82171630859375,121.07129669189453,249.22999572753906,267.6512451171875
2024-07-19,223.55862426757812,183.1300048828125,434.4700012207031,177.22145080566406,151.09323120117188,475.9516906738281,434.5805358886719,117.91178894042969,239.1999969482422,263.9818420410156
2024-07-22,223.20980834960938,182.5500030517578,435.9800109863281,181.22154235839844,150.65370178222656,486.5429992675781,440.3768310546875,123.52091979980469,251.50999450683594,266.2192687988281
2024-07-23,224.25628662109375,186.41000366210938,434.010009765625,181.34124755859375,148.80763244628906,487.83074951171875,442.2757873535156,122.5710678100586,246.3800048828125,263.3155517578125
2024-07-24,217.80795288085938,180.8300018310547,432.79998779296875,172.20388793945312,152.64625549316406,460.45892333984375,426.4180603027344,114.23235321044922,215.99000549316406,252.7546844482422
2024-07-25,216.76148986816406,179.85000610351562,433.2900085449219,166.86708068847656,155.9281463623047,452.61279296875,415.9788513183594,112.26265716552734,220.25,252.3271026611328
2024-07-26,217.2299041748047,182.5,437.6600036621094,166.5877685546875,156.90487670898438,464.8811950683594,422.8090515136719,113.04254150390625,219.8000030517578,258.0152282714844
2024-07-29,217.50897216796875,183.1999969482422,438.30999755859375,169.1115264892578,154.8732452392578,464.8911437988281,424.2606506347656,111.57276153564453,232.10000610351562,260.143310546875
2024-07-30,218.0670928955078,181.7100067138672,441.260009765625,169.86964416503906,157.57884216308594,462.3755798339844,420.47265625,103.71398162841797,222.6199951171875,261.6349792480469
2024-07-31,221.3361053466797,186.97999572753906,438.5,171.11654663085938,154.1797637939453,473.9951171875,415.92913818359375,117.00192260742188,232.07000732421875,264.190673828125
2024-08-01,217.62857055664062,184.07000732421875,431.80999755859375,170.33848571777344,157.02207946777344,496.86480712890625,414.6962585449219,109.1931381225586,216.86000061035156,264.44921875
2024-08-02,219.12353515625,167.89999389648438,428.3599853515625,166.24862670898438,160.32350158691406,487.2817077636719,406.12615966796875,107.25342559814453,207.6699981689453,265.0955505371094
2024-08-05,208.5690155029297,161.02000427246094,413.7200012207031,158.85690307617188,157.50070190429688,474.8935546875,392.8633728027344,100.43448638916016,198.8800048828125,255.01205444335938
2024-08-06,206.5358428955078,161.92999267578125,422.1400146484375,157.89927673339844,155.27371215820312,493.2212219238281,397.29754638671875,104.23389434814453,200.63999938964844,256.8218994140625
2024-08-07,209.1171875,162.77000427246094,427.0199890136719,158.54766845703125,155.20535278320312,488.06036376953125,396.1243591308594,98.89472961425781,191.75999450683594,255.09161376953125
2024-08-08,212.59547424316406,165.8000030517578,431.5400085449219,161.63003540039062,156.49464416503906,508.7339172363281,400.3597412109375,104.95378875732422,198.83999633789062,258.3831481933594
2024-08-09,215.51568603515625,166.94000244140625,431.6700134277344,163.2659912109375,156.88534545898438,516.859619140625,403.67047119140625,104.73382568359375,200.0,258.8315734863281
2024-08-12,217.0522918701172,166.8000030517578,430.3900146484375,161.88938903808594,156.16256713867188,515.0427856445312,404.4559020996094,109.00315856933594,197.49000549316406,258.96112060546875
2024-08-13,220.78407287597656,170.22999572753906,432.4100036621094,163.75477600097656,154.7071990966797,527.6106567382812,411.6142578125,116.12206268310547,207.8300018310547,259.2002258300781
2024-08-14,221.23309326171875,170.10000610351562,438.4700012207031,159.97412109375,154.79510498046875,525.8338623046875,414.4477233886719,118.061767578125,201.3800048828125,260.2066345214844
2024-08-15,224.22650146484375,177.58999633789062,440.8399963378906,160.90185546875,155.3909149169922,536.3851928710938,419.34808349609375,122.84102630615234,214.13999938964844,265.84637451171875
2024-08-16,225.5535888671875,177.05999755859375,444.510009765625,162.55775451660156,155.6839599609375,526.4926147460938,416.7983093261719,124.56076049804688,216.1199951171875,266.42431640625
2024-08-19,225.39393615722656,178.22000122070312,448.7699890136719,166.2585906982422,155.9183807373047,528.349365234375,419.8460693359375,129.97991943359375,222.72000122070312,265.517578125
2024-08-20,226.0125732421875,178.8800048828125,448.3599853515625,166.76731872558594,156.43605041503906,525.8038330078125,423.10302734375,127.23035430908203,221.10000610351562,267.08197021484375
2024-08-21,225.90280151367188,180.11000061035156,446.6000061035156,165.44061279296875,157.67649841308594,534.218994140625,422.4456787109375,128.48016357421875,223.27000427246094,267.24139404296875
2024-08-22,224.03692626953125,176.1300048828125,449.0299987792969,163.3956756591797,158.5751190185547,530.9947509765625,413.88995361328125,123.72088623046875,210.66000366210938,266.9823303222656
2024-08-23,226.3418426513672,177.0399932861328,453.3800048828125,165.211181640625,160.31373596191406,527.0715942382812,415.1250305175781,129.3500213623047,220.32000732421875,266.484130859375
2024-08-26,226.68109130859375,175.5,454.489990234375,165.74984741210938,160.78257751464844,520.2037353515625,411.8382263183594,126.44046783447266,213.2100067138672,267.2513427734375
2024-08-27,227.5292205810547,173.1199951171875,460.6300048828125,164.2734832763672,160.36923217773438,518.187255859375,412.18682861328125,128.2801971435547,209.2100067138672,269.7524108886719
2024-08-28,225.99261474609375,170.8000030517578,464.5899963378906,162.44801330566406,161.32386779785156,515.871337890625,408.9597473144531,125.59060668945312,205.75,268.2278747558594
2024-08-29,229.28536987304688,172.1199951171875,468.3699951171875,161.3806610107422,161.6289520263672,517.3087768554688,411.4696960449219,117.57183837890625,206.27999877929688,273.33953857421875
2024-08-30,228.49710083007812,178.5,475.9200134277344,162.97671508789062,163.23313903808594,520.3934326171875,415.4736328125,119.35157012939453,214.11000061035156,275.3821716308594
2024-09-03,222.28077697753906,176.25,476.8299865722656,156.9715576171875,164.51255798339844,510.86016845703125,407.80438232421875,107.98332214355469,210.60000610351562,277.54443359375
2024-09-04,220.36500549316406,173.3300018310547,478.57000732421875,156.06381225585938,164.70938110351562,511.8384094238281,407.26654052734375,106.19359588623047,219.41000366210938,279.4874572753906
2024-09-05,221.89163208007812,177.88999938964844,464.9200134277344,156.85186767578125,162.37692260742188,515.951171875,406.75860595703125,107.19344329833984,230.1699981689453,277.6241149902344
2024-09-06,220.3350830078125,171.38999938964844,459.4200134277344,150.54745483398438,161.77658081054688,499.3903503417969,400.0953369140625,102.81411743164062,210.72999572753906,278.3714599609375
2024-09-09,220.42486572265625,175.39999389648438,459.6099853515625,148.53976440429688,163.9712677001953,503.9024353027344,404.0992431640625,106.45355224609375,216.27000427246094,284.5891418457031
2024-09-10,219.6266326904297,179.5500030517578,458.9200134277344,148.4898223876953,164.7290802001953,503.9024353027344,412.5453796386719,108.08330535888672,226.1699981689453,284.32012939453125
2024-09-11,222.1710205078125,184.52000427246094,453.1000061035156,150.98695373535156,162.20960998535156,510.9300231933594,421.3500671386719,116.8919448852539,228.1300048828125,282.9450378417969
2024-09-12,222.28077697753906,187.0,450.8699951171875,154.51292419433594,162.03245544433594,524.6758422851562,425.29425048828125,119.13179016113281,229.80999755859375,284.35003662109375
2024-09-13,222.01138305664062,186.49000549316406,447.6099853515625,157.27975463867188,162.89852905273438,523.6975708007812,428.869873046875,119.09178924560547,230.2899932861328,286.3229675292969
2024-09-16,215.84495544433594,184.88999938964844,451.7799987792969,157.87905883789062,164.34524536132812,532.8502197265625,429.61688232421875,116.7719497680664,226.77999877929688,289.4417724609375
2024-09-17,216.31390380859375,186.8800048828125,456.67999267578125,159.1376190185547,164.4239959716797,535.8877563476562,433.41168212890625,115.58203125,227.8699951171875,290.5179138183594
2024-09-18,220.20535278320312,186.42999267578125,456.6000061035156,159.62705993652344,163.5185546875,537.5164184570312,429.0890197753906,113.36219024658203,227.1999969482422,287.44891357421875
2024-09-19,228.3673858642578,189.8699951171875,459.7099914550781,161.9543914794922,162.20960998535156,558.6493530273438,436.9375305175781,117.86187744140625,243.9199981689453,284.2204895019531
2024-09-20,227.6988525390625,191.60000610351562,455.30999755859375,163.40272521972656,161.56007385253906,560.8975219726562,433.53118896484375,115.99200439453125,238.25,283.7521667480469
2024-09-23,225.97265625,193.8800048828125,454.9800109863281,161.6647186279297,160.63494873046875,563.955078125,431.77825927734375,116.25199127197266,250.0,287.598388671875
2024-09-24,226.8706817626953,193.9600067138672,454.55999755859375,162.1042022705078,160.20191955566406,562.8759765625,427.45556640625,120.8616714477539,254.27000427246094,271.8050231933594
2024-09-25,225.8728790283203,192.52999877929688,452.3599853515625,161.3051300048828,158.05645751953125,567.8519287109375,430.3838195800781,123.50149536132812,257.0199890136719,268.666259765625
2024-09-26,227.02035522460938,191.16000366210938,454.17999267578125,162.543701171875,158.8339385986328,567.3823852539062,429.5870056152344,124.03145599365234,254.22000122070312,270.7189025878906
2024-09-27,227.2897491455078,187.97000122070312,457.4700012207031,163.76231384277344,158.84376525878906,566.9027099609375,426.3101501464844,121.39163970947266,260.4599914550781,274.1864929199219
2024-09-30,232.4883270263672,186.3300018310547,460.260009765625,165.66014099121094,159.49331665039062,571.9786376953125,428.5810241699219,121.43163299560547,261.6300048828125,273.96728515625
2024-10-01,225.71324157714844,185.1300048828125,457.4100036621094,166.79884338378906,159.4244384765625,576.00537109375,419.0094299316406,116.99193572998047,258.0199890136719,276.6078186035156
2024-10-02,226.281982421875,184.75999450683594,456.6700134277344,165.67013549804688,158.61741638183594,572.3483276367188,415.46368408203125,118.84181213378906,249.02000427246094,276.0099182128906
2024-10-03,225.17440795898438,181.9600067138672,452.9599914550781,165.67013549804688,157.95803833007812,582.30029296875,414.87603759765625,122.84153747558594,240.66000366210938,275.87042236328125
2024-10-04,226.30194091796875,186.50999450683594,461.9700012207031,166.86875915527344,157.7513427734375,595.459716796875,414.39794921875,124.91139221191406,250.0800018310547,276.93658447265625
2024-10-07,221.20315551757812,180.8000030517578,453.5,162.79342651367188,157.00338745117188,584.3087158203125,407.9040222167969,127.7112045288086,240.8300018310547,272.8114318847656
2024-10-08,225.27420043945312,182.72000122070312,453.79998779296875,164.19183349609375,157.16085815429688,592.4121704101562,413.0533447265625,132.88084411621094,244.5,273.97723388671875
2024-10-09,229.03591918945312,185.1699981689453,455.8999938964844,161.67471313476562,158.10565185546875,590.0340576171875,415.7923278808594,132.64085388183594,241.0500030517578,275.940185546875
2024-10-10,228.53701782226562,186.64999389648438,454.92999267578125,161.8944549560547,157.96786499023438,583.3594360351562,414.1788024902344,134.8007049560547,238.77000427246094,276.478271484375
