AAPL,AMZN,BRK-B,GOOGL,JNJ,META,MSFT,NVDA,TSLA,V
0.00827716348268742,0.009677528321839607,0.006018611601671271,0.007832674904642026,0.008588281657949264,0.014197857046740984,0.008113621756242808,0.03181309262737386,0.021134630199866913,0.008174959336282006
0.010653028677236855,0.00930916217878083,0.016032918791215447,0.013235825072393148,0.005143204732136033,0.010813746698352252,0.008090199263212569,0.016603217854145307,0.02244291631770331,0.006726132853083211
0.011036789916843464,0.012632047414264325,0.007654287405092489,0.015001612020869267,0.00866414639131451,0.01772458405270638,0.012352739689582403,0.03736643017968691,0.02858416610939042,0.008319619146206542
0.008669950520670676,0.012041861629763898,0.006837084040117522,0.011891843046411874,0.009264112824978445,0.01855073783981836,0.011802868662726557,0.029147220909221824,0.02699004956685642,0.007301502362454324
0.015098795307195545,0.010119986042560189,0.006113770152591237,0.013416863859199856,0.0061211006540240155,0.013592693060232315,0.007592673240572588,0.027521604481417578,0.022217556118852285,0.009066779318895253
0.008715596773169368,0.009695376060497,0.005912694326182996,0.009131467912534894,0.006674384625424972,0.013024017331174972,0.00681968678981616,0.022144290569679176,0.02024860347849193,0.00896357216058113
0.007144345784341743,0.012235239001834352,0.007821160926350938,0.014877568230332067,0.009683893597401669,0.017734849937992486,0.010251804938655577,0.021034639712365924,0.026766384047523246,0.008480802137497568
0.01378868305278104,0.010982508832323563,0.008189425575347067,0.011092166360184296,0.007754701368713396,0.01615019965122946,0.007763560343795345,0.024151923140202314,0.021343376161113623,0.007823861911226974
0.012563436577467764,0.015283787950061748,0.008560727013892178,0.012756842883387227,0.011090413740347225,0.02210361847781449,0.012921683699681429,0.03838512105126248,0.02141411360668155,0.010027370764629546
0.008911171910754188,0.017640986016742584,0.006953742811052615,0.015311444642991548,0.01002757609098906,0.028002716570525162,0.011672939138547526,0.031846690311451695,0.032324056483559786,0.011431581799875735
0.012963801418339183,0.020551297574164584,0.007285838376828606,0.01600302924222654,0.011299458975096951,0.019254798704896735,0.013614023119407553,0.022424105435560223,0.02988176688853847,0.007583119776372253
0.009847955095748729,0.01044372264432764,0.006001014909447322,0.009740864165780792,0.0055654003494564185,0.013630273117866035,0.007865249179355188,0.017257205746201227,0.01828304275388299,0.007421362278840429
0.007232728307988176,0.011358608136716622,0.005213457572509453,0.011331309075927535,0.007012695781833327,0.011931555002246316,0.008728232991549912,0.017413535412404927,0.0208058934291437,0.008690009494371058
0.00936352711916017,0.010866457104351098,0.007341621422644279,0.01069034399480261,0.011689014681441661,0.01306038158256191,0.009942073900751316,0.018982510845481977,0.026529494726996596,0.006791501341164551
0.008917126015936881,0.012057551649042512,0.009629259868022946,0.0106387605475718,0.008675668494974227,0.011852098827616913,0.012422878710821875,0.029144387583709686,0.019964643033371737,0.00793940207085473
0.0073863796869397084,0.01025270166599224,0.009768307779216737,0.009394654266414398,0.008750695814463754,0.012825115676870134,0.009014908373879403,0.023109371486223596,0.019186746065677926,0.008180520622081716
0.02692570957290052,0.011023553235200705,0.005907614827546775,0.011644126372630206,0.008116656965419777,0.010234279465801271,0.009458683715924596,0.02175047993927889,0.029247411148660557,0.010034855264312895
0.015556117271638194,0.011334360066913839,0.006786546629668478,0.011583180507155465,0.008315122245684183,0.013504517306126423,0.008937640562450697,0.03312871605659476,0.02345404885555655,0.00757781512175527
0.013158969280178685,0.019226943340220792,0.007026859651426187,0.010087902161214631,0.007717056457854775,0.01589015796966328,0.008237586957941728,0.027536645413720275,0.023797625374591114,0.011055992532707228
0.01293588137576611,0.012436031032100395,0.007207141493692492,0.011731883998052252,0.009013897251016064,0.019920436216713647,0.010952352860111945,0.02422655454987679,0.032994439358203245,0.008905359597895892
0.012003004561450327,0.012231158882621647,0.008941065437986038,0.011078975603864937,0.008502272477592984,0.019117102804935258,0.011130128213371645,0.025327325760974392,0.046114703759682706,0.009616063585620501
0.01365090223409914,0.018640383113539463,0.01172263676777374,0.014653155579556147,0.012817528469245982,0.019692094231871342,0.010740148305120033,0.02370739209854183,0.029519405404361144,0.010731409838472698
0.014884467922140019,0.016441979585117714,0.00795118529459784,0.014393477549241716,0.011908059952966345,0.017537288579768166,0.014534716997459859,0.032886415456650844,0.025003480371412184,0.01061531385247723
0.015321261039161291,0.021598006077298077,0.010810270434309877,0.013496730520019871,0.01125086435354583,0.025953475480428333,0.015749660502969682,0.04856568692091372,0.03235895951667368,0.008279557356022172
0.028849774085395272,0.025673127467381464,0.012618939177316825,0.021383026182153507,0.011641315524705695,0.02815310779826904,0.015332785088334557,0.05274611429534808,0.039890952545910685,0.012209845625145101
0.008715250889981993,0.011368979185069579,0.007933303782509777,0.0131190856206424,0.009976890896552697,0.01277344010208667,0.006664057324901783,0.02462476091069733,0.027523770399750694,0.007133585505587093
0.00882182841219187,0.01229286287317895,0.007169973128554512,0.00997177278162098,0.006107885732034055,0.013571129222683186,0.010457934762032252,0.025380472041685434,0.026015988071019697,0.00650455630825455
0.00981754752944129,0.014768589115566841,0.008594220201527373,0.013390358866473698,0.007325245343406088,0.011805762267769167,0.01066979647993577,0.029753388364108988,0.024300127130826767,0.008468390802357175
0.015050246641951065,0.01683012626335208,0.015078340814572556,0.01951899749684794,0.009358654608631304,0.020652665807281617,0.013855015300545098,0.0427840075341413,0.04152847085072666,0.008750442930074863
0.011502780112031718,0.01671833386811251,0.010638489449171812,0.015638211493592905,0.008637145355655742,0.015210117506760417,0.01325588969869657,0.030072498264755707,0.021934598027736306,0.01012716637356719
0.011997711947500243,0.010774767829283407,0.007128848913171955,0.007448407838959842,0.006798960298385841,0.014307131695983293,0.008671769824633219,0.018832918128387516,0.02275798717831638,0.010319602572620152
0.00848760011702592,0.012770941105246741,0.006388125500729889,0.00985971859742594,0.007832331577506346,0.013029392507577394,0.008057511302837458,0.02364869332643513,0.018421329959828203,0.012334101924974049
0.011382663445244854,0.010389209923624763,0.00783190907302158,0.011663468554261253,0.005613916326889888,0.012796199270351005,0.00915762976944058,0.02241312140150989,0.02614177908650971,0.006733512190040628
0.0092383451010611,0.010162553480004255,0.008932527268260267,0.014348779007342665,0.005641329700549183,0.012118970109223512,0.008980594782414747,0.018309428159727872,0.021811879396753504,0.006889667082718709
0.00869582657748266,0.01051989564486771,0.005624685884513336,0.009934886556608749,0.013871443057511985,0.009736866630113966,0.008815127686484769,0.024578910161371474,0.015466437856538165,0.01086070750468694
