Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,BRK-B,GOOGL,JNJ,META,MSFT,NVDA,TSLA,V,AAPL,AMZN,BRK-B,GOOGL,JNJ,META,MSFT,NVDA,TSLA,V,AAPL,AMZN,BRK-B,GOOGL,JNJ,META,MSFT,NVDA,TSLA,V,AAPL,AMZN,BRK-B,GOOGL,JNJ,META,MSFT,NVDA,TSLA,V,AAPL,AMZN,BRK-B,GOOGL,JNJ,META,MSFT,NVDA,TSLA,V
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-09,168.8726043701172,185.6699981689453,414.69000244140625,155.8548583984375,147.5562744140625,515.0211181640625,423.0501708984375,85.3259506225586,176.8800048828125,274.6707763671875,169.2806811483862,187.33999633789062,417.32000732421875,157.80552365250796,147.78881967620364,523.9584834633949,424.4991003259259,87.60620698800746,179.22000122070312,275.9412962316989,167.55881583801002,184.1999969482422,412.1199951171875,154.45156393780977,146.2482461238079,504.8980152105673,418.4254750382327,82.99472376686872,171.9199981689453,271.295960816915,167.90716183961618,187.24000549316406,416.5799865722656,155.34727540542815,146.83928572865352,520.3317000897688,423.20896224870864,87.41326961083752,172.91000366210938,275.57404107977044,42451200,36546900,2233100,31113000,6135600,10881400,12512300,503547000,103232700,7314300
2024-04-10,166.99147033691406,185.9499969482422,409.1099853515625,155.39706420898438,145.53125,517.9405517578125,420.05303955078125,87.01040649414062,171.75999450683594,272.4473876953125,168.2953112001811,186.27000427246094,413.55999755859375,155.8648291004754,147.10090472582587,520.6606093608502,420.8171944866389,87.3712879556285,174.92999267578125,274.7700555179492,166.32462100940634,182.6699981689453,407.5299987792969,153.94400440401932,145.1049243901335,503.9615184655781,416.5200154975315,83.68149867040677,170.00999450683594,272.0900378732845,168.0066808175879,182.77000427246094,412.739990234375,155.4667384289104,146.81991067182662,507.43885377613293,418.9911394928746,83.89843024698811,173.0399932861328,273.38042908025005,49709300,35879200,3121300,22838600,6809500,11418500,16216600,431929000,84532400,5276000
2024-04-11,174.21737670898438,189.0500030517578,407.6099853515625,158.65150451660156,144.16505432128906,521.2583618164062,424.6876525878906,90.58622741699219,174.60000610351562,273.63848876953125,174.63541624491384,189.77000427246094,411.1499938964844,158.92020887792125,146.1804020630268,521.9558295796515,426.1167444183971,90.70918810631315,175.8800048828125,274.4325826729777,167.36972023014152,185.50999450683594,404.04998779296875,155.71554414142938,143.77749370285446,515.4097032879945,419.15984809671994,86.89744487180356,168.50999450683594,270.1644074573639,167.5488670137579,186.74000549316406,408.3999938964844,156.1633999298141,146.1125856078212,519.2158254344968,422.5936541739285,87.39127824687137,172.5500030517578,271.97093700967133,91070300,40020700,2889900,27166400,8374400,10369500,17966400,431637000,94516000,8102300
2024-04-12,175.72027587890625,186.1300048828125,403.260009765625,156.97950744628906,142.93453979492188,510.039306640625,418.703369140625,88.15702819824219,171.0500030517578,273.9164123535156,177.52176704196785,188.3800048828125,407.2099914550781,159.45766535184464,144.43636304917382,518.2991821255071,421.9585162359949,90.1453808587556,173.80999755859375,274.94871927576156,173.39127675717174,185.0800018310547,401.44000244140625,156.39231834449532,142.57603070274564,507.4786409454992,416.58950274190113,87.50124546153059,170.36000061035156,272.03048856842486,173.44102962389059,187.72000122070312,405.0,157.20842402727595,143.4577481030181,515.8680487630246,420.8370731015467,89.66953167082109,172.33999633789062,273.50944491021113,101593300,38554300,3467300,25329200,7097500,11944900,19232100,426805000,64506600,9037900
2024-04-15,171.87840270996094,183.6199951171875,400.260009765625,154.12315368652344,143.00234985351562,498.4117431640625,410.5059509277344,85.97274780273438,161.47999572753906,269.2710876464844,175.7998881273465,188.69000244140625,409.05999755859375,158.48231785442226,144.84329965153077,516.6452434055009,423.5860815606245,90.58323225547265,170.69000244140625,275.85199532095265,171.68929323241036,183.0,399.8599853515625,153.85443413456358,142.7891870896982,495.4724538488081,410.2975202475589,85.9007728583494,161.3800048828125,268.3380462098625,174.53585255667426,187.42999267578125,406.989990234375,158.1041210913814,143.75810336723592,514.8417641277158,423.36774724307367,89.06873054875433,170.24000549316406,275.8321543320238,73531800,48052400,3002300,27136500,8502300,13512900,20273500,443077000,100245300,10267500
2024-04-16,168.583984375,183.32000732421875,396.9200134277344,153.6653289794922,139.95994567871094,497.9434509277344,411.4388122558594,87.38628387451172,157.11000061035156,269.3405456542969,172.94338974194338,184.8300018310547,401.25,154.9093812386726,141.70399783979065,502.9352195908948,415.2298762897989,88.08904823109181,158.19000244140625,272.0999573782401,167.47920033817573,182.25999450683594,396.5,152.6999432114734,138.93289684621075,495.30305898761117,410.59527673352017,86.03572977127556,153.75,268.16929131851566,170.94284143183614,183.27000427246094,400.9700012207031,153.45633670421336,140.50253639893833,496.2994241252725,411.4289086182102,86.40460421758179,156.74000549316406,268.5365464668892,73711200,32891300,3435500,20779500,12774900,9847900,16765600,370453000,97000000,8237100
2024-04-17,167.21046447753906,181.27999877929688,397.739990234375,154.73023986816406,140.27001953125,492.373779296875,408.7195739746094,84.00739288330078,155.4499969482422,270.670654296875,169.84800441976404,184.57000732421875,399.2799987792969,156.33257973226392,140.89012538354396,501.3310922605612,415.70624190109544,88.7458333599475,158.3300018310547,271.9709509455872,167.21046447753906,179.82000732421875,395.6600036621094,153.84447529646815,139.0782418149823,485.36933351230493,407.22100522560083,83.92241409948026,153.77999877929688,269.4894641668866,168.81289870293196,184.30999755859375,398.94000244140625,154.8795200598381,140.49286614478805,501.2713127841246,414.0885872118868,88.3109710984958,157.63999938964844,271.2761225309164,50901200,31359700,2465600,21763100,9378100,12193700,15855500,495400000,82439700,5940900
2024-04-18,166.25494384765625,179.22000122070312,399.8900146484375,155.26768493652344,141.20985412597656,499.9760437011719,401.2069091796875,84.64318084716797,149.92999267578125,269.36041259765625,167.84743029154777,182.38999938964844,402.989990234375,156.1932678097861,141.26798673320593,510.34823945758444,408.76919927263555,86.16168663370678,152.1999969482422,271.127229910704,165.76725645436014,178.64999389648438,399.1000061035156,153.88429928885304,138.68098222008288,497.2260964339249,400.88935677884103,82.37492908333081,148.6999969482422,267.8615849423748,167.24029654336022,181.47000122070312,399.70001220703125,154.6008746790608,140.47346834243646,498.00326007133316,407.5187363707615,84.94208621726145,151.25,270.55153832645533,43122900,30723800,2669500,19883000,9887700,14808700,21029900,447260000,96098800,8231800
2024-04-19,164.2245635986328,174.6300048828125,405.0799865722656,153.3568115234375,143.3124237060547,479.3214111328125,396.095947265625,76.17497253417969,147.0500030517578,267.78216552734375,165.6179780634261,179.0,405.57000732421875,155.6160147529958,143.52558649002216,500.9724073362612,402.4077746386735,84.29630512599306,150.94000244140625,269.9857267143966,163.3088890664717,173.44000244140625,400.1700134277344,151.57533531126506,140.04716548863854,474.0008246461211,394.7561698730406,75.58117346384236,146.22000122070312,266.3032092912221,165.42888374733738,178.74000549316406,401.0400085449219,155.45677241386718,141.60712143431485,500.9724073362612,400.9687488676842,83.12269469975273,148.97000122070312,269.45965279680024,67772100,55950000,3996100,32239100,9747700,25111000,30276500,875198000,86005100,7826200
2024-04-22,165.0605926513672,177.22999572753906,408.7799987792969,155.536376953125,144.4847869873047,479.9789733886719,397.9219665527344,79.49188232421875,142.0500030517578,270.31329345703125,166.4739172082034,178.8699951171875,411.3500061035156,156.88990631862524,145.59904954949533,490.2216054605686,399.79766079093116,80.04670035538005,144.44000244140625,271.7327268583337,163.99562926284756,174.55999755859375,406.25,153.3269390890557,142.7213670939125,471.6792350291974,392.7514505668274,76.3749101252901,138.8000030517578,267.36528607214996,164.74210446317437,176.94000244140625,406.8399963378906,153.57574952252133,143.89374748130479,487.9399208543046,397.04862935947983,78.07834524781059,140.55999755859375,268.94353825582135,48116400,37924900,2980600,26446200,10118700,17271100,20286900,596341000,107097600,6463700
2024-04-23,166.1156005859375,179.5399932861328,408.739990234375,157.5069580078125,144.91111755371094,494.2967529296875,404.48193359375,82.39592742919922,144.67999267578125,272.080078125,166.26490473113174,179.92999267578125,410.7200012207031,158.21358635071638,145.81221738877613,496.947087855681,405.10716505974153,82.74181446817349,147.25999450683594,272.85433095552474,164.14491040339777,175.97999572753906,405.6400146484375,155.53638354340058,143.59339081168847,487.19266460356954,400.0060952402287,80.23763989778655,141.11000061035156,270.69045181043344,164.5728973951299,178.0800018310547,410.25,156.21315584791824,145.20179539678,489.46437591061385,401.1771473553241,80.74247130165297,143.3300018310547,271.9808429030595,49537800,37046500,2287600,21151600,10110400,15079200,15734500,438559000,124545100,6438000
